raw/gen/time/iterations,raw/gen/time/time_elapsed,raw/gen/time/total_timesteps,raw/gen/time/fps,raw/gen/train/clip_fraction,raw/gen/train/learning_rate,raw/gen/train/n_updates,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/explained_variance,raw/gen/train/policy_gradient_loss,raw/gen/train/clip_range,raw/gen/train/loss,raw/gen/train/approx_kl,raw/gen/train/entropy_loss,raw/gen/train/value_loss
7,64,602112,442,0.0443359375,0.00010875000000000001,730,-94.6810419011116,-1.1920928955078125e-07,-0.0015555390622466803,0.1,45.854644775390625,0.001935244,-1.595844453573227,183.52408561706542
8,75,606208,435,0.02333984375,0.00010812500000000001,735,-94.36623250484466,-2.384185791015625e-07,-0.00097638905281201,0.1,44.31371307373047,0.00180523,-1.5960664480924607,179.30666885375976
9,85,610304,428,0.02255859375,0.0001075,740,-94.71810995340347,-3.5762786865234375e-07,-0.0004912261036224663,0.1,44.87553787231445,0.0006236221,-1.59794881939888,181.5732624053955
10,95,614400,427,0.049267578125,0.00010687500000000001,745,-93.78377499103546,0.0,-0.0011765182251110673,0.1,43.03125,0.001748477,-1.5966558456420898,173.78252143859862
11,105,618496,425,0.014111328125,0.00010625000000000001,750,-94.14531881928444,-2.384185791015625e-07,-0.0004906956339254976,0.1,43.72043991088867,0.00050914043,-1.5970050275325776,175.68996925354003
12,116,622592,423,0.021533203125,0.000105625,755,-94.70844411730766,-2.384185791015625e-07,-0.0005666875280439853,0.1,42.83883285522461,0.0013253761,-1.5968745261430741,178.29270668029784
13,126,626688,420,0.0392578125,0.000105,760,-93.04961449384689,3.5762786865234375e-07,-0.0013417638430837542,0.1,39.000545501708984,0.0020123112,-1.586753100156784,162.1488422393799
14,136,630784,420,0.02763671875,0.000104375,765,-91.58508295297622,1.0132789611816406e-06,-0.0015443706244695932,0.1,38.291812896728516,0.0014884943,-1.5807815849781037,159.5467685699463
15,146,634880,419,0.05673828125,0.00010375,770,-92.75096753120422,5.960464477539062e-07,-0.0011009556561475619,0.1,40.729339599609375,0.001669845,-1.5806569308042526,167.11743354797363
16,156,638976,418,0.013671875,0.000103125,775,-92.53450562477111,1.6093254089355469e-06,-0.0005066338751930743,0.1,38.719051361083984,0.0008096007,-1.5769253611564635,159.47172927856445
17,166,643072,417,0.068359375,0.00010250000000000001,780,-92.18293412685394,7.748603820800781e-07,-0.0031368291238322854,0.1,39.125816345214844,0.0014868157,-1.5622248500585556,158.5937484741211
18,177,647168,416,0.016845703125,0.00010187500000000001,785,-91.43718291282654,6.556510925292969e-07,-0.0009112723055295646,0.1,36.4564094543457,0.0008118708,-1.5564669847488404,152.6673568725586
19,187,651264,415,0.018212890625,0.00010125,790,-91.4738660132885,1.9073486328125e-06,-0.0011177219974342733,0.1,35.62990188598633,0.0013162888,-1.5540730684995652,151.8140838623047
20,197,655360,414,0.049462890625,0.000100625,795,-91.26029878258706,1.4901161193847656e-06,-0.0014805661223363132,0.1,35.958473205566406,0.0013302803,-1.5379968523979186,147.01412239074708
1,3,659456,1229,0.0107421875,0.0001,800,-90.3996948325634,3.635883331298828e-06,-0.0010764774051494896,0.1,34.709041595458984,0.001084499,-1.548648202419281,143.57840461730956
2,14,663552,549,0.006591796875,0.00011055555555555555,805,-102.94883809208869,1.9073486328125e-06,-0.0005557539407163858,0.1,70.90621185302734,0.0004377684,-1.5598954260349274,275.55455627441404
3,26,667648,458,0.012353515625,0.00011,810,-109.49873184680939,1.2516975402832031e-06,-0.0006411631940864027,0.1,61.812744140625,0.0004883043,-1.5425432711839675,259.0113235473633
4,37,671744,433,0.008984375,0.00010944444444444445,815,-107.38215992093086,1.7285346984863281e-06,-0.000996566831599921,0.1,60.584144592285156,0.00072317605,-1.5373398900032043,245.16632041931152
5,48,675840,423,0.039892578125,0.00010888888888888889,820,-107.59902625083923,4.172325134277344e-07,-0.0010067837371025234,0.1,63.5108642578125,0.0005948276,-1.5369974344968795,255.18665924072266
6,59,679936,415,0.008642578125,0.00010833333333333334,825,-107.59955231189728,1.9073486328125e-06,-0.0008629196090623736,0.1,59.10251998901367,0.0005326369,-1.5208506673574447,236.6989288330078
7,69,684032,410,0.014111328125,0.00010777777777777778,830,-105.78559031248092,2.562999725341797e-06,-0.0006853338913060725,0.1,55.49800491333008,0.0008876779,-1.5060362994670868,228.49393157958986
8,80,688128,408,0.0083984375,0.00010722222222222223,835,-106.02982043743134,1.6093254089355469e-06,-0.0009534953336697072,0.1,57.22600555419922,0.0006529677,-1.510946235060692,239.7692501068115
9,90,692224,406,0.005126953125,0.00010666666666666667,840,-105.4293450498581,2.5033950805664062e-06,-0.0006828630226664245,0.1,56.65971755981445,0.00079640874,-1.5067614912986755,224.58747520446778
10,100,696320,405,0.002294921875,0.00010611111111111112,845,-106.22943600893021,2.682209014892578e-06,-0.0005029215360991656,0.1,57.716880798339844,0.00018161727,-1.5137744933366775,239.86474571228027
11,111,700416,404,0.064794921875,0.00010555555555555557,850,-105.33467197299004,1.4901161193847656e-06,-0.0015270556003088131,0.1,56.21541213989258,0.0017283153,-1.5035972595214844,225.85369415283202
12,121,704512,404,0.033154296875,0.000105,855,-103.87465674757958,3.874301910400391e-06,-0.0006962847546674311,0.1,50.648685455322266,0.0010520489,-1.4918425321578979,209.74901847839357
13,131,708608,403,0.0283203125,0.00010444444444444444,860,-104.1207517027855,1.4901161193847656e-06,-0.0018202183651737868,0.1,52.8223762512207,0.0019359331,-1.4793376356363297,216.54475021362305
14,142,712704,402,0.040478515625,0.00010388888888888889,865,-102.69790009856224,2.384185791015625e-06,-0.001775542731047608,0.1,48.41072463989258,0.002265415,-1.4573137223720551,202.4175884246826
15,152,716800,402,0.02666015625,0.00010333333333333334,870,-105.15106904387474,2.682209014892578e-06,-0.0018827683874405921,0.1,57.609188079833984,0.0012377661,-1.4856464952230453,232.0209846496582
16,162,720896,402,0.028076171875,0.00010277777777777778,875,-104.65957440853118,1.3709068298339844e-06,-0.001762342924484983,0.1,53.99066925048828,0.0009588313,-1.4732857048511505,219.63046264648438
17,172,724992,402,0.00673828125,0.00010222222222222223,880,-103.87897028684615,3.159046173095703e-06,-0.0006194252928253263,0.1,51.50817108154297,0.00026488292,-1.4596932500600814,201.82059135437012
18,183,729088,402,0.010595703125,0.00010166666666666668,885,-104.33851715683937,5.125999450683594e-06,-0.001146146422252059,0.1,52.9215202331543,0.0006230334,-1.4665296018123626,216.28899002075195
19,193,733184,402,0.01337890625,0.00010111111111111112,890,-103.96533298969268,2.9802322387695312e-06,-0.0007254534226376564,0.1,49.19819641113281,0.00070326024,-1.4525499850511552,201.70544319152833
20,203,737280,402,0.01982421875,0.00010055555555555555,895,-102.36093091487885,1.2516975402832031e-06,-0.0011426783283241093,0.1,48.69078826904297,0.00091607694,-1.450709906220436,200.9603286743164
1,3,741376,1132,0.008056640625,0.0001,900,-102.21815496444702,7.748603820800781e-07,-0.0004077959980349988,0.1,46.5984992980957,0.0006000773,-1.4537023693323134,194.01656379699708
2,13,745472,591,0.02373046875,0.0001095,905,-108.80468344330788,1.3709068298339844e-06,-0.00035681098233908415,0.1,65.69993591308594,0.0011554803,-1.4848086416721344,262.65838890075685
3,24,749568,506,0.015771484375,0.000109,910,-114.75367514252663,4.172325134277344e-07,-0.0008566686301492155,0.1,72.72322845458984,0.0008930113,-1.5053884118795395,286.40030059814455
4,34,753664,468,0.02265625,0.00010850000000000001,915,-114.87703817129135,5.364418029785156e-07,-0.0009682438569143415,0.1,67.53446960449219,0.0009959273,-1.4788970202207565,270.2023635864258
5,45,757760,448,0.0080078125,0.000108,920,-115.33504488825798,1.0132789611816406e-06,-0.0005835529009345919,0.1,70.63013458251953,0.0003880164,-1.5020800948143005,280.6237457275391
6,56,761856,435,0.0189453125,0.0001075,925,-114.45803794145584,7.748603820800781e-07,-0.0004089999827556312,0.1,63.84682083129883,0.00070004864,-1.4677070260047913,256.84094467163084
7,66,765952,428,0.035302734375,0.000107,930,-111.88343466162682,8.940696716308594e-07,-0.0010272513434756547,0.1,58.80909729003906,0.00072022737,-1.489432954788208,244.68723754882814
8,78,770048,419,0.034326171875,0.0001065,935,-113.28338607788086,7.748603820800781e-07,-0.0005300121498294175,0.1,64.41938781738281,0.001245885,-1.5092136472463609,261.9203617095947
9,88,774144,415,0.0486328125,0.00010600000000000002,940,-113.21494746088982,9.5367431640625e-07,-0.0005169462529011071,0.1,65.11152648925781,0.0017414584,-1.5038317441940308,253.9737506866455
10,99,778240,412,0.026025390625,0.00010550000000000002,945,-112.57340140461922,8.344650268554688e-07,-0.00036240899935364724,0.1,58.66139602661133,0.0008839113,-1.4805253326892853,242.57890129089355
11,109,782336,410,0.033740234375,0.000105,950,-112.21232877850532,1.0728836059570312e-06,-0.0007609036285430193,0.1,59.873512268066406,0.0008797575,-1.4848240494728089,250.48271255493165
12,120,786432,407,0.03955078125,0.0001045,955,-112.31677312850952,2.4437904357910156e-06,-0.0006594364589545876,0.1,60.31741714477539,0.00096802623,-1.4854980528354644,241.79049682617188
13,130,790528,406,0.020947265625,0.00010400000000000001,960,-111.21946867585183,1.6093254089355469e-06,-0.0008136778196785599,0.1,55.69709396362305,0.00063904293,-1.4583072006702422,233.018074798584
14,141,794624,405,0.006982421875,0.00010350000000000001,965,-113.23480445861816,5.960464477539062e-07,-0.0006660378188826144,0.1,64.38906860351562,0.0005412495,-1.4732762068510055,257.21078567504884
15,151,798720,404,0.03212890625,0.00010300000000000001,970,-113.07545885205269,8.940696716308594e-07,-0.0010646366397850215,0.1,59.216461181640625,0.0011022743,-1.4681268841028214,237.93098945617675
16,162,802816,403,0.027685546875,0.00010250000000000001,975,-113.02537927031517,1.3709068298339844e-06,-0.0017372355447150766,0.1,61.00284957885742,0.00096219726,-1.4838576465845108,249.6108699798584
17,172,806912,403,0.047265625,0.00010200000000000001,980,-112.14017623186112,2.086162567138672e-06,-0.00020306739606894552,0.1,58.948753356933594,0.0005791048,-1.458597618341446,232.72807769775392
18,183,811008,402,0.01611328125,0.0001015,985,-112.46985964417458,2.6226043701171875e-06,-0.0008718101307749748,0.1,59.753936767578125,0.0008143375,-1.4443879008293152,243.06255226135255
19,193,815104,401,0.02587890625,0.000101,990,-112.16128632426262,3.2186508178710938e-06,-0.0013332928414456547,0.1,56.80131912231445,0.0013494934,-1.4469609826803207,232.12591857910155
20,204,819200,401,0.020556640625,0.0001005,995,-111.95258781909942,5.185604095458984e-06,-0.000626124651171267,0.1,56.864925384521484,0.00086261315,-1.4505875647068023,235.82162590026854
1,3,823296,1081,0.027587890625,0.0001,1000,-112.63294080972672,5.9604644775390625e-06,-0.0005457552848383785,0.1,56.478851318359375,0.0006047931,-1.449881264567375,228.2808895111084
2,15,827392,545,0.050439453125,0.00010863636363636364,1005,-110.76955308556556,4.410743713378906e-06,-0.0010213739238679408,0.1,52.35556411743164,0.0016672406,-1.4850914746522903,216.28680686950685
3,26,831488,461,0.065283203125,0.00010818181818181818,1010,-110.57534945487976,3.039836883544922e-06,-0.0016218773904256522,0.1,53.53413391113281,0.0021451581,-1.4694487899541855,214.912788772583
4,38,835584,429,0.0283203125,0.00010772727272727274,1015,-110.89190891742706,4.649162292480469e-06,-0.0017714206653181464,0.1,54.84256362915039,0.0014671413,-1.471598419547081,220.46630935668946
5,49,839680,411,0.029052734375,0.00010727272727272728,1020,-110.49991325497628,2.086162567138672e-06,-0.001361915038432926,0.1,51.767547607421875,0.0013717783,-1.464374104142189,210.46019287109374
6,60,843776,405,0.03056640625,0.00010681818181818183,1025,-110.41496356725693,2.2649765014648438e-06,-0.0014791332941967994,0.1,52.19208908081055,0.0011176731,-1.4629082411527634,209.90510787963868
7,71,847872,402,0.034912109375,0.00010636363636363637,1030,-110.2166647362709,1.3113021850585938e-06,-0.0020785108441486954,0.1,50.32457733154297,0.0016150214,-1.4432760238647462,205.47774429321288
8,82,851968,399,0.039892578125,0.00010590909090909092,1035,-109.87144343018532,1.6689300537109375e-06,-0.0018636086373589934,0.1,51.033973693847656,0.0011590937,-1.4758223563432693,209.45279388427736
9,92,856064,398,0.030126953125,0.00010545454545454546,1040,-109.85870646476745,4.649162292480469e-06,-0.0017689947155304254,0.1,49.70964431762695,0.0012472547,-1.4644098579883575,202.24764671325684
10,103,860160,397,0.020263671875,0.000105,1045,-110.67335715293885,3.6954879760742188e-06,-0.001151737105101347,0.1,49.69944381713867,0.0006930965,-1.472854670882225,209.69697952270508
11,113,864256,397,0.03681640625,0.00010454545454545455,1050,-109.92368954539299,4.947185516357422e-06,-0.0018505405634641648,0.1,48.63539123535156,0.0016270941,-1.460137078166008,200.10036277770996
12,123,868352,397,0.0234375,0.00010409090909090909,1055,-111.06402431249619,5.304813385009766e-06,-0.0013888632587622852,0.1,50.57135009765625,0.001504636,-1.49758942425251,214.01044845581055
13,134,872448,396,0.028662109375,0.00010363636363636364,1060,-111.08286008358002,8.106231689453125e-06,-0.0015822833869606257,0.1,51.30625534057617,0.0011541593,-1.4911476999521256,206.5419822692871
14,144,876544,396,0.03408203125,0.0001031818181818182,1065,-110.48301393032074,2.4437904357910156e-06,-0.001613653206732124,0.1,49.88322448730469,0.0018254272,-1.5056375503540038,204.03245697021484
15,155,880640,396,0.022412109375,0.00010272727272727273,1070,-110.95613884091377,5.662441253662109e-06,-0.0012802014534827322,0.1,50.0150032043457,0.0012537104,-1.4943282455205917,203.47515602111815
16,165,884736,396,0.028515625,0.00010227272727272727,1075,-110.74281813859939,3.874301910400391e-06,-0.0011774753336794674,0.1,50.43566131591797,0.00092006096,-1.4978452652692795,203.92824211120606
17,175,888832,397,0.01357421875,0.00010181818181818183,1080,-111.27146990060807,5.960464477539062e-07,-0.0008521363488398492,0.1,52.16722106933594,0.00083806785,-1.492227879166603,206.3154670715332
18,185,892928,397,0.013720703125,0.00010136363636363637,1085,-110.8801712167263,1.9669532775878906e-06,-0.0018797156924847513,0.1,50.07088851928711,0.00068647636,-1.4850111484527588,203.31317062377929
19,195,897024,398,0.036083984375,0.0001009090909090909,1090,-110.78056586503982,1.1920928955078125e-06,-0.0015575278201140463,0.1,50.729225158691406,0.0010379166,-1.4893880635499954,201.82625503540038
20,205,901120,398,0.0255859375,0.00010045454545454546,1095,-111.09473650336265,1.7285346984863281e-06,-0.0017086441221181303,0.1,50.28086471557617,0.0012636202,-1.4917222261428833,203.70917053222655
1,3,905216,1188,0.025537109375,0.0001,1100,-111.20771142959595,3.5762786865234375e-07,-0.0012181020516436546,0.1,48.75728225708008,0.0012519491,-1.5076392024755478,204.6453971862793
2,13,909312,605,0.0349609375,0.00010791666666666667,1105,-106.13112586379052,1.1920928955078125e-06,-0.0009026497835293412,0.1,36.083274841308594,0.0010046018,-1.495594295859337,148.6448574066162
3,23,913408,515,0.03935546875,0.0001075,1110,-103.04363833427429,5.364418029785156e-07,-0.0011490279459394515,0.1,36.47101593017578,0.0018437876,-1.5194448620080947,149.9319263458252
4,33,917504,484,0.025537109375,0.00010708333333333334,1115,-102.92250312685967,5.960464477539063e-08,-0.0012967476504854858,0.1,36.170692443847656,0.0010774408,-1.5156216770410538,147.06389884948732
5,44,921600,457,0.00546875,0.00010666666666666667,1120,-103.14753433346749,4.172325134277344e-07,-0.0005840129277203232,0.1,36.595489501953125,0.0005866329,-1.5366350769996644,149.38199462890626
6,54,925696,448,0.0361328125,0.00010625000000000001,1125,-103.19192766308784,4.172325134277344e-07,-0.0018304129014723002,0.1,35.387996673583984,0.0009403679,-1.5298540055751801,146.88553352355956
7,64,929792,442,0.0373046875,0.00010583333333333334,1130,-103.07713543534278,5.960464477539062e-07,-0.0020476100500673054,0.1,35.727684020996094,0.0010210124,-1.5351426482200623,145.83364753723146
8,75,933888,432,0.040673828125,0.00010541666666666668,1135,-103.20553574442863,5.960464477539063e-08,-0.0016325874952599407,0.1,36.50558853149414,0.0011475463,-1.533424836397171,146.84942588806152
9,86,937984,425,0.026611328125,0.000105,1140,-103.5272039091587,6.556510925292969e-07,-0.00042962958686985073,0.1,36.95446014404297,0.00088490907,-1.5371628373861312,146.90278968811035
10,96,942080,422,0.02216796875,0.00010458333333333333,1145,-103.45409834384918,1.3709068298339844e-06,-0.0008094685093965381,0.1,36.182899475097656,0.00092054124,-1.5187812477350235,144.26962127685547
11,106,946176,421,0.0228515625,0.00010416666666666667,1150,-103.23209289431571,1.7583370208740234e-05,-0.0010141132399439812,0.1,35.58845520019531,0.0011369667,-1.5153147041797639,143.76376914978027
12,117,950272,419,0.015380859375,0.00010375,1155,-103.22003547430039,4.172325134277344e-07,-0.0012163912178948522,0.1,35.411956787109375,0.0009323389,-1.5337799698114396,142.07888259887696
13,127,954368,417,0.01015625,0.00010333333333333334,1160,-103.28665446519852,7.152557373046875e-07,-0.0011827162583358587,0.1,34.39188766479492,0.00097303494,-1.5332258939743042,142.79317169189454
14,138,958464,414,0.023876953125,0.00010291666666666667,1165,-103.34665249586105,2.682209014892578e-06,-0.0016213555296417325,0.1,34.59725570678711,0.0013766314,-1.5285021662712097,141.4044994354248
15,148,962560,414,0.02216796875,0.00010250000000000001,1170,-103.44327742218971,1.4483928680419922e-05,-0.0013821231899783016,0.1,34.89170837402344,0.0009608126,-1.536005872488022,141.3059440612793
16,158,966656,414,0.020068359375,0.00010208333333333334,1175,-103.49676198363304,3.933906555175781e-06,-0.0014821226592175662,0.1,34.918270111083984,0.0015937017,-1.5268936961889268,140.5955554962158
17,168,970752,413,0.01455078125,0.00010166666666666668,1180,-103.48922464251518,1.7881393432617188e-06,-0.0011720596230588853,0.1,33.51774597167969,0.0011195603,-1.5383690387010573,140.04393577575684
18,178,974848,413,0.06748046875,0.00010125,1185,-103.24611264944076,1.1920928955078125e-07,-0.002813762956066057,0.1,33.81983947753906,0.0022670974,-1.5256759583950044,137.39066429138182
19,188,978944,413,0.03349609375,0.00010083333333333334,1190,-103.43495008349419,1.0132789611816406e-06,-0.002012951602227986,0.1,34.94935989379883,0.0014536033,-1.5201217889785767,138.46269683837892
20,198,983040,412,0.019189453125,0.00010041666666666666,1195,-103.33444792151451,7.748603820800781e-07,-0.00115101303672418,0.1,33.078468322753906,0.0010354214,-1.5142099171876908,134.90650062561036
1,3,987136,1081,0.014794921875,0.0001,1200,-102.99927519083023,5.066394805908203e-06,-0.0010464003833476454,0.1,32.181053161621094,0.0007598718,-1.5121202677488328,133.31615982055663
2,14,991232,575,0.0490234375,0.00010730769230769231,1205,-98.09260373115539,6.139278411865234e-06,-0.002741738787153736,0.1,23.128908157348633,0.0023090758,-1.513046857714653,96.12644710540772
3,24,995328,497,0.00810546875,0.00010692307692307692,1210,-95.03685979485512,8.940696716308594e-06,-0.0008414636686211452,0.1,22.996370315551758,0.00052272493,-1.518518900871277,93.48728237152099
4,34,999424,469,0.02138671875,0.00010653846153846154,1215,-95.05936986207962,4.0531158447265625e-06,-0.0016563052195124328,0.1,23.0406494140625,0.0023260242,-1.5162367820739746,93.08473701477051
5,44,1003520,455,0.059814453125,0.00010615384615384615,1220,-94.81753856301307,5.4836273193359375e-06,-0.0017262657347600907,0.1,22.925724029541016,0.0023293823,-1.5177987545728684,91.10040950775146
6,55,1007616,446,0.083935546875,0.00010576923076923077,1225,-94.41637438893318,2.4437904357910156e-06,-0.002311122801620513,0.1,21.887954711914062,0.00232905,-1.5266941964626313,88.72962245941162
7,64,1011712,441,0.029541015625,0.0001053846153846154,1230,-94.15682341694831,0.0,-0.0014766411273740231,0.1,20.36959457397461,0.0021432503,-1.525290670990944,86.9693416595459
8,74,1015808,437,0.012060546875,0.000105,1235,-93.81517993092537,0.0,-0.0009988443809561432,0.1,20.345657348632812,0.0013916509,-1.5237114697694778,85.69443531036377
9,84,1019904,435,0.0271484375,0.00010461538461538461,1240,-93.83654972672463,1.3113021850585938e-06,-0.0014566904457751662,0.1,20.554397583007812,0.0013681811,-1.525666770339012,84.86912670135499
10,94,1024000,433,0.007373046875,0.00010423076923076923,1245,-93.87771600008011,0.0,-0.0007655880996026099,0.1,20.930810928344727,0.0010224353,-1.5167522519826888,84.17490215301514
11,104,1028096,431,0.012646484375,0.00010384615384615384,1250,-93.7401230609417,0.0,-0.0012614253733772784,0.1,20.36772918701172,0.002541094,-1.5121431678533555,83.39340648651122
12,114,1032192,429,0.017138671875,0.00010346153846153846,1255,-93.74397319078446,0.0,-0.0009641204029321671,0.1,20.210189819335938,0.0025347709,-1.4941448539495468,82.23420219421386
13,124,1036288,427,0.005615234375,0.00010307692307692309,1260,-93.59085695147515,0.0,-0.0005335075780749321,0.1,19.670080184936523,0.0004343958,-1.475979208946228,81.5772747039795
14,134,1040384,426,0.017919921875,0.0001026923076923077,1265,-93.5944861960411,0.0,-0.001000296144047752,0.1,18.941076278686523,0.0017356824,-1.4639670312404633,80.48728809356689
15,144,1044480,424,0.02197265625,0.00010230769230769232,1270,-93.62075179338456,9.5367431640625e-07,-0.0015086569706909358,0.1,19.11189842224121,0.0013259838,-1.4486674398183823,80.28130187988282
16,154,1048576,423,0.03115234375,0.00010192307692307694,1275,-93.47736718893051,5.960464477539063e-08,-0.0009372763684950769,0.1,19.25193214416504,0.0011068773,-1.4467749804258347,78.7292537689209
17,165,1052672,421,0.0048828125,0.00010153846153846153,1280,-93.34927671194076,0.0,-0.0002816142165102065,0.1,18.89436912536621,0.0015839303,-1.4701023012399674,77.71361026763915
18,174,1056768,421,0.025048828125,0.00010115384615384615,1285,-93.3091549229622,0.0,-0.0011524245550390334,0.1,19.00341033935547,0.0015553436,-1.4693881034851075,77.10558643341065
19,185,1060864,419,0.020654296875,0.00010076923076923077,1290,-93.31045773386955,2.384185791015625e-07,-0.0006334044272080063,0.1,19.056320190429688,0.0014234794,-1.4588057398796082,76.71333160400391
20,195,1064960,419,0.022900390625,0.00010038461538461538,1295,-93.25422644019127,-1.1920928955078125e-07,-0.0009950198756996543,0.1,17.93861198425293,0.001191208,-1.4651279419660568,75.92026710510254
1,2,1069056,1383,0.009326171875,0.0001,1300,-93.36125980377197,0.0,-0.0010259331844281404,0.1,18.310142517089844,0.0017564667,-1.466787302494049,75.80580215454101
2,13,1073152,597,0.07626953125,0.00010678571428571429,1305,-86.1051444876194,-1.1920928955078125e-07,-0.002238614798989147,0.1,9.636256217956543,0.003296352,-1.4231408178806304,39.07772912979126
3,24,1077248,505,0.02958984375,0.00010642857142857143,1310,-82.11294263601303,0.0,-0.0010316470579709858,0.1,8.696578025817871,0.001270059,-1.4154093116521835,38.7577187538147
4,34,1081344,471,0.06171875,0.00010607142857142857,1315,-82.05721507430077,2.5033950805664062e-06,-0.0026799840154126285,0.1,9.288843154907227,0.002995009,-1.3829930573701859,38.02632188796997
5,45,1085440,450,0.080615234375,0.00010571428571428572,1320,-81.90615222334861,-1.1920928955078125e-07,-0.0019375848351046443,0.1,8.984549522399902,0.0018915627,-1.3551408052444458,37.46244401931763
6,55,1089536,445,0.021533203125,0.00010535714285714286,1325,-81.89376077890397,0.0,-0.0010824796394445003,0.1,9.158761024475098,0.0012359968,-1.341948527097702,37.03444881439209
7,64,1093632,441,0.009814453125,0.000105,1330,-81.81487060666085,0.0,-0.000609154487028718,0.1,8.374239921569824,0.000817458,-1.3237688779830932,36.22565298080444
8,74,1097728,437,0.004443359375,0.00010464285714285714,1335,-81.70543145418168,0.0,-0.0007861586229410023,0.1,8.600920677185059,0.00075551425,-1.3178927928209305,35.749745559692386
9,84,1101824,435,0.001904296875,0.00010428571428571428,1340,-81.69129598498344,0.0,-9.749520104378462e-05,0.1,8.397174835205078,0.00020984672,-1.3191255062818528,35.42109756469726
10,94,1105920,434,0.0271484375,0.00010392857142857144,1345,-81.75414164304733,0.0,-0.000989514763932675,0.1,8.229443550109863,0.002697947,-1.3458902150392533,34.95199146270752
11,104,1110016,433,0.019482421875,0.00010357142857142858,1350,-81.88001272082329,0.0,-0.0008030227734707295,0.1,8.334827423095703,0.0009986581,-1.3668469339609146,34.85402545928955
12,113,1114112,432,0.044970703125,0.00010321428571428572,1355,-81.90343114733696,0.0,-0.0018106775707565248,0.1,8.196731567382812,0.0017391192,-1.3834768146276475,34.402752017974855
13,123,1118208,431,0.068212890625,0.00010285714285714286,1360,-81.8311362361908,0.0,-0.002247474269825034,0.1,8.19898509979248,0.0024765353,-1.3705425173044206,33.71191415786743
14,133,1122304,430,0.056005859375,0.00010250000000000001,1365,-81.74242654442787,5.960464477539063e-08,-0.0022313870780635626,0.1,8.037779808044434,0.0027588252,-1.3708968222141267,33.384685373306276
15,142,1126400,429,0.035791015625,0.00010214285714285715,1370,-81.77399431824684,1.1920928955078125e-06,-0.0011610270710662007,0.1,8.246100425720215,0.0017882687,-1.359528374671936,32.918988180160525
16,152,1130496,429,0.028125,0.00010178571428571429,1375,-81.66058062314987,5.960464477539063e-08,-0.0007838525460101664,0.1,7.800257682800293,0.0011518633,-1.3626015812158585,32.25582184791565
17,162,1134592,429,0.0349609375,0.00010142857142857143,1380,-81.69303255319595,0.0,-0.0006831958191469312,0.1,7.181285858154297,0.0011971039,-1.3569265127182006,31.8619704246521
18,171,1138688,429,0.0216796875,0.00010107142857142857,1385,-81.54390135407448,4.351139068603516e-06,-0.0013239535270258783,0.1,7.586626052856445,0.0012214009,-1.357552605867386,31.42495255470276
19,181,1142784,429,0.023876953125,0.00010071428571428571,1390,-81.59652701497077,1.1920928955078125e-07,-0.001268264779355377,0.1,7.573627948760986,0.0019923102,-1.366238045692444,31.2655592918396
20,190,1146880,429,0.0294921875,0.00010035714285714286,1395,-81.61287727832794,5.960464477539063e-08,-0.0010058469721116125,0.1,7.151426315307617,0.0015479326,-1.3745239526033401,30.69048943519592
1,2,1150976,1384,0.010595703125,0.0001,1400,-81.57772933602332,8.940696716308594e-07,-0.0004566243151202798,0.1,7.4238176345825195,0.0009889312,-1.3881369948387146,30.112341260910036
2,13,1155072,593,0.034716796875,0.00010633333333333333,1405,-76.02012985110282,-3.5762786865234375e-07,-0.0016017421323340387,0.1,3.2723147869110107,0.0034266184,-1.360105723142624,13.857744216918945
3,24,1159168,507,0.06513671875,0.00010600000000000002,1410,-72.9669952249527,0.0,-0.0019505229429341853,0.1,3.2469310760498047,0.0038492058,-1.374097576737404,13.452692198753358
4,34,1163264,479,0.027099609375,0.00010566666666666667,1415,-73.02214915156364,-1.1920928955078125e-07,-0.0009859007084742188,0.1,3.105648994445801,0.0015066648,-1.3881747335195542,13.392633771896362
5,43,1167360,465,0.0255859375,0.00010533333333333334,1420,-73.01030985236167,-1.1920928955078125e-07,-0.0007050180807709694,0.1,3.1286568641662598,0.0010237903,-1.387045192718506,12.97949984073639
6,54,1171456,454,0.03505859375,0.000105,1425,-73.03674155831337,-4.76837158203125e-07,-0.0012938768020831048,0.1,2.9526679515838623,0.001584032,-1.3874373525381087,12.808667731285095
7,63,1175552,448,0.05849609375,0.00010466666666666667,1430,-73.0181132376194,0.0,-0.0019438441901002078,0.1,2.896054744720459,0.00206311,-1.3742094874382018,12.473982977867127
8,73,1179648,444,0.0423828125,0.00010433333333333334,1435,-72.90522820115089,0.0,-0.0018353591905906797,0.1,2.875574827194214,0.0015007362,-1.3415418177843095,12.107949018478394
9,83,1183744,441,0.06171875,0.00010400000000000001,1440,-72.92931626915932,3.5762786865234375e-07,-0.002703825663775206,0.1,2.79793381690979,0.0030046478,-1.3243330657482146,11.906431365013123
10,93,1187840,439,0.0724609375,0.00010366666666666666,1445,-72.85919504523277,-3.5762786865234375e-07,-0.003512422711355612,0.1,2.6358180046081543,0.0030777901,-1.2964799344539641,11.438618397712707
11,102,1191936,438,0.05703125,0.00010333333333333334,1450,-72.75402190923691,0.0,-0.0026737695385236292,0.1,2.5149986743927,0.0016869355,-1.263856801390648,11.062450766563416
